cluster	topic	roleset	prop name	prop rol desc	arg0	arg1	argL	argT	example
progress | advance | commence	45	under_way.04	in progress	1: thing in progress		try.02	Oklahoma		The murder trial of a Spiro man charged in the deaths of a pregnant Arkansas woman and her fetus is <m> underway </m> in Poteau .
unsure | unaware | oblivious	39	unknown.01	lacking awareness of	0: non-knower | 1: thing that isn't known	NA	Matt Smith	NA	NA	The guy is relatively <m> unknown </m> and the skeptics wondered if the right person was chosen .
reveal | show | display	44	unveil.01	display, show, reveal, introduction of something new	0: agent, entity revealing | 1: thing shown	HP	bid.01			Earlier this month Hewlett-Packard <m> unveiled </m> a bid of nearly $ 14 billion bid to purchase EDS .
reveal | show | display	39	unveil.01	display, show, reveal, introduction of something new	0: agent, entity revealing | 1: thing shown	NA	11th Doctor Who	NA	NA	When the 26-year-old unknown was <m> unveiled </m> as the 11th Doctor on Saturday evening , it took most viewers by surprise .
reveal | show | display	40	unveil.01	display, show, reveal, introduction of something new	0: agent, entity revealing | 1: thing shown	Apple	MacBook Air	San Francisco	06	Apple <m> Unveils </m> New MacBook Air , Next - Generation MacBook Pro
revamp | upgrade | replace	40	update.01	make more modern, bring up to date	0: updater | 1: thing being modernized or updated	Apple	MacBook line	San Francisco	06	Next , global marketing VP Phil Schiller announced <m> updates </m> to the MacBook line .
revamp | update | replace	40	upgrade.01	replace	0: replacer, agent | 1: old thing	Ivy Bridge	NA	NA	06	New MacBook Air models officially unveiled with Ivy Bridge <m> upgrade </m>
cause | force | push	43	urge.01	impelled action	0: urger | 1: impelled agent	executive vice president of AMD Henri Richard	worry.01		24 July 2006	In a news conference announcing the merger held in Taipei yesterday , Henri Richard , executive vice president of AMD , <m> urged </m> investors not to worry as ATI 's relations with TSMC and its rival United Microelectronics Corp. would not change .
utilize | apply | operate	44	use.01	take advantage of, utilise	0: User | 1: thing used	HP	HP stock			With a market value of about $ 115 billion , HP could easily <m> use </m> its own stock to finance the purchase .
utilize | apply | operate	36	use.01	take advantage of, utilise	0: User | 1: thing used	NA	law	British Columbia	NA	Winston Blackmore and another member of the Fundamentalist Church of Jesus Christ of Latter Day Saints ( FLDS ) were arrested for violating a <m> little-used </m> law against polygamy , the Vancouver Sun reported on its website , citing court documents .
utilize | apply | operate	41	use.01	take advantage of, utilise	0: User | 1: thing used	militants	school	Hamas	NA	SEVENTEEN hours after the attack on one of his schools killed 40 Palestinians seeking shelter from Israel 's war on Hamas , the United Nations ' director of operations in Gaza , John Ging , was certain of at least one thing `` We have established beyond any doubt that the school was not being <m> used </m> by any militants , '' Mr Ging told The Age last night .
run | operate | work	40	use.01	take advantage of, utilise	0: User | 1: thing used	NA	battery	NA	01	Apple Inc on Tuesday ( Jan 6 ) introduced what it claims to be the world 's thinnest and lightest 17-inch laptop with a new unibody aluminium enclosure and a built-in battery said to deliver up to eight hours of <m> use </m> and a lifespan three times longer than conventional laptop batteries .
leave | quit | disappear	39	vacate.01	cause to be empty	0: cause of emptiness, agent | 1: thing becoming empty	leave.21	role	NA	NA	Yesterday evening the new tenant of the Tardis was unveiled as Peter Capaldi stepped into Matt Smith's soon to be <m> vacant </m> Doctor Who shoes as the twelfth incarnation of the Time Lord .
assess | cost | price	44	value.01	evaluate for cost; assess	0: entity establishing value | 1: commodity being valued		HP			With a <m> market value </m> of about $ 115 billion , HP could easily use its own stock to finance the purchase .
assess | cost | price	43	value.01	evaluate for cost; assess	0: entity establishing value | 1: commodity being valued	AMD	take_over.12			Even though the takeover looks fairly <m> valued </m> , RBC analyst Steve Arthur said there is limited upside to the offer unless competing bids are made for ATI .
find | conclude | state	45	verdict.01	finding of fact	0: judge | 1: verdict, judgement	jury	guilty.01		12 November 2004	Scott Peterson has been found guilty of first-degree murder , a <m> verdict </m> that means he could be executed if these same jurors vote as the `` conscience of their community '' that he deserves to die for his crimes .
see | opine | decide	43	view.02	assign an attribute to	0: assigner | 1: thing labelled	author	deal.01			Our <m> view </m> of the Advanced Micro Devices / ATI Technologies deal is that it 's the last major move AMD needed to make to match Intel 's breadth in the processor market ( now that Intel has shed its communications processor business ) .
break | disobey | defy	36	violate.01	break some rule	0: violator | 1: thing violated, usually a rule	Winston Blackmore	law	British Columbia	NA	Winston Blackmore and another member of the Fundamentalist Church of Jesus Christ of Latter Day Saints ( FLDS ) were arrested for <m> violating </m> a little-used law against polygamy , the Vancouver Sun reported on its website , citing court documents .
attack | brutal | aggress	41	violent.01	behaving violently	0: agent of violent behavior | 1: non-agentive thing/action characterized by violence	forces	NA	Jabaliya	01	`` We think the attack is completely unacceptable and strongly condemn the fact that civilians were hit while sheltering themselves from the <m> violence </m> , '' said Cristina Gallach , spokesperson of EU foreign policy chief Javier Solana .
choose | pick | determine	45	vote.01	cast a ballot	0: voter | 1: candidate or ballot issue	jury	execute.01			Scott Peterson has been found guilty of first-degree murder , a verdict that means he could be executed if these same jurors <m> vote </m> as the `` conscience of their community '' that he deserves to die for his crimes .
choose | pick | determine	39	vote.01	cast a ballot	0: voter | 1: candidate or ballot issue	NA	Tennant	NA	NA	Tennant has now been <m> voted </m> one of the most popular Doctors of all time and is handing his sonic screwdriver over to actor Matt Smith .
wish | desire | fancy	45	want.01	want, desire	0: Wanter | 1: thing wanted	Christopher Kenyon Simpson	support.01			Christopher Simpson shoots pregnant girlfriend dead cause he didn't <m> want </m> another child to support .
battle | fight | conflict	41	war.01	to carry on warfare, wage war	0: warmonger, agent | 1: war against/with, other entity warring with agent.	Sudan	South Sudan	South Sudan	11	South Sudan Accuses Sudan of Bombing Civilian Camp Amid Fears of <m> War </m>
caution | issue | announce	37	warn.01	give a warning	0: entity giving warning | 1: warning, impelled action	NA	tsunami.01	Indonesia's Aceh	07	A powerful 6 . 1 - magnitude earthquake struck the Indonesian province of Aceh with no <m> tsunami warning </m> issued
caution | issue | announce	41	warn.01	give a warning	0: entity giving warning | 1: warning, impelled action	South Sudan	war.01	South Sudan	11	South Sudan <m> warns </m> of war after Sudan bombs refugee camp
arrive | appear | show_up	45	wash_up.03	arrive on unknown shore, reach land from water	1: Thing arriving on land from water		Laci Peterson			The bodies of Laci and Conner later <m> washed up </m> in the San Francisco Bay , near where Scott told police he had gone fishing the day his wife disappeared .
observe | view | monitor	43	watch.01	look at, observe	0: observer | 1: thing looked at		media			We think not too much worse off than before the deal , and believe shares in the company remain a compelling way to play growth in gaming- and <m> media-oriented </m> computing .
become | change | cause	43	wax.03	become	1: topic		chairman and chief executive of AMD Hector Ruiz			Advanced Micro Devices ( AMD ) Chief Executive Hector Ruiz <m> waxed metaphorical </m> as he described his company 's acquisition of ATI Technologies ( ATYT ) .
progress | advance | develop	37	way.01	progress; make one's way; route	0: entity making progress | 1: path, goal	operate.01	rescue.01	Indonesia's Aceh	07	Rescue operations are <m> under way </m> after a 6 . 1 magnitude earthquake hit Indonesia's Aceh province , flattening houses and causing landslides .
process | chance | occur	43	way.02	manner, course of action	0: entity having a manner of doing | 1: doing what	investors	bet.01			We think not too much worse off than before the deal , and believe shares in the company remain a compelling <m> way </m> to play growth in gaming- and media-oriented computing .
greet | introduce | say	40	welcome.01	greet, accept, happily permitted	0: welcomer | 1: thing welcomed	Tim Cook	developers	San Francisco	06	After a witty intro by Siri herself , Apple CEO Tim Cook took the stage in San Francisco to <m> welcome </m> developers and announce new stuff .
gain | achieve | triumph	39	win.01	win, win a prize/contest	0: winner | 1: prize	Matt Smith	role	NA	NA	Smith , 26 , who played a young political researcher in the show , will become the biggest star of all after <m> winning </m> the role of the 11th Doctor .
think | consider | ponder	39	wonder.01	think about, ponder	0: thinker | 1: thought	skeptics	choose.01	NA	NA	The guy is relatively unknown and the skeptics <m> wondered </m> if the right person was chosen .
employ | labor | task 	44	work.01	work, being employed, acts, deeds (no physical parts or gov't departments!)	0: worker | 1: job, project	HP				Acquiring EDS also could yield more government <m> work </m> for HP , which had about $ 500 million in prime federal contracts in fiscal 2007 .
fear | panic | concern 	43	worry.01	worry with direct object, causing worry, anxious about	0: cause of worrying, troublesome topic | 1: worrier	change.01	AMD investors			In a news conference announcing the merger held in Taipei yesterday , Henri Richard , executive vice president of AMD , urged investors not to <m> worry </m> as ATI 's relations with TSMC and its rival United Microelectronics Corp. would not change .
hurt | injure | scratch	41	wound.01	cause injury	0: Stimulus of injury | 1: injured party	attack.01	people	Jabaliya	1	The Israeli attack on the Fakhora school in the northern town of Jabaliya , which also <m> wounded </m> around 100 people , was the deadliest single strike of the offensive so far and the third UN school to come under fire within 24 hours .
